trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2679,False,"{'a': 0.001, 'e': 0.06870041768035805}",30,0,47.61538820952019,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
2680,False,"{'a': 0.001, 'e': 0.0686317516014393}",25,12,20.440485325064632,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2681,False,"{'a': 0.001, 'e': 0.06856315415427791}",20,15,7.747851678194144,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2682,False,"{'a': 0.001, 'e': 0.06849462527027637}",30,17,-16.28964707120111,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
2683,False,"{'a': 0.001, 'e': 0.06842616488090583}",25,13,0.4448550555090154,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
2684,False,"{'a': 0.001, 'e': 0.06835777291770583}",25,11,26.57465491363079,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2685,False,"{'a': 0.001, 'e': 0.06828944931228448}",35,16,35.04400536755491,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2686,False,"{'a': 0.001, 'e': 0.06822119399631812}",20,5,24.74975993903864,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2687,False,"{'a': 0.001, 'e': 0.06815300690155146}",25,3,35.7061461675903,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2688,False,"{'a': 0.001, 'e': 0.06808488795979734}",20,15,10.336789294479413,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2689,False,"{'a': 0.001, 'e': 0.06801683710293688}",20,12,1.8735602568823098,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2690,False,"{'a': 0.001, 'e': 0.0679488542629192}",30,10,34.65587044687919,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2691,False,"{'a': 0.001, 'e': 0.06788093937176144}",30,18,16.70346690916327,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2692,False,"{'a': 0.001, 'e': 0.06781309236154871}",25,8,12.673105643543316,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
2693,False,"{'a': 0.001, 'e': 0.06774531316443397}",25,10,4.98936133196692,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
2694,False,"{'a': 0.001, 'e': 0.06767760171263805}",35,16,28.059421558664816,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
2695,False,"{'a': 0.001, 'e': 0.0676099579384495}",30,20,21.48507893132761,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2696,False,"{'a': 0.001, 'e': 0.06754238177422452}",25,18,15.914202144063779,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2697,False,"{'a': 0.001, 'e': 0.0674748731523869}",35,21,22.105824898381858,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2698,False,"{'a': 0.001, 'e': 0.0674074320054281}",25,3,28.222932574862323,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
2699,False,"{'a': 0.001, 'e': 0.06734005826590692}",20,0,30.44083883775562,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2700,False,"{'a': 0.001, 'e': 0.06727275186644961}",20,0,24.270389631061605,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
2701,False,"{'a': 0.001, 'e': 0.06720551273974976}",25,13,22.91660356791297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2702,False,"{'a': 0.001, 'e': 0.06713834081856826}",30,22,16.315799973032227,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2703,False,"{'a': 0.001, 'e': 0.06707123603573319}",30,14,29.518862976764602,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2704,False,"{'a': 0.001, 'e': 0.06700419832413973}",20,14,0.10157338075107125,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2705,False,"{'a': 0.001, 'e': 0.06693722761675015}",25,20,8.886545435834629,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2706,False,"{'a': 0.001, 'e': 0.0668703238465938}",20,9,18.735482252503786,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2707,False,"{'a': 0.001, 'e': 0.06680348694676687}",20,12,13.065943271074207,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2708,False,"{'a': 0.001, 'e': 0.06673671685043246}",20,0,-34.15849735414284,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
2709,False,"{'a': 0.001, 'e': 0.06667001349082043}",20,15,8.227086222044546,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2710,False,"{'a': 0.001, 'e': 0.06660337680122747}",30,14,21.44690752181358,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2711,False,"{'a': 0.001, 'e': 0.06653680671501686}",25,8,21.342311815586406,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2712,False,"{'a': 0.001, 'e': 0.0664703031656185}",20,0,25.726180135346127,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2713,False,"{'a': 0.001, 'e': 0.06640386608652883}",25,0,28.340518115098437,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2714,False,"{'a': 0.001, 'e': 0.06633749541131082}",30,0,43.555122346186764,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
2715,False,"{'a': 0.001, 'e': 0.06627119107359372}",30,13,30.334001159442742,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2716,False,"{'a': 0.001, 'e': 0.06620495300707324}",25,13,22.851375209428653,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2717,False,"{'a': 0.001, 'e': 0.06613878114551125}",25,15,21.393116808832602,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2718,False,"{'a': 0.001, 'e': 0.06607267542273594}",25,10,30.736385066668852,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2719,False,"{'a': 0.001, 'e': 0.06600663577264156}",20,16,6.894252567717425,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2720,False,"{'a': 0.001, 'e': 0.06594066212918846}",20,9,9.214111686166937,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2721,False,"{'a': 0.001, 'e': 0.06587475442640295}",30,12,28.677361887876618,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2722,False,"{'a': 0.001, 'e': 0.06580891259837739}",25,14,22.097438398076875,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2723,False,"{'a': 0.001, 'e': 0.0657431365792699}",20,12,16.475896645895073,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2724,False,"{'a': 0.001, 'e': 0.06567742630330448}",20,6,24.07287085985047,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2725,False,"{'a': 0.001, 'e': 0.0656117817047708}",20,16,10.104356209207552,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2726,False,"{'a': 0.001, 'e': 0.06554620271802433}",20,13,12.695277901143735,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2727,False,"{'a': 0.001, 'e': 0.06548068927748603}",25,10,22.76315383537206,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2728,False,"{'a': 0.001, 'e': 0.06541524131764247}",25,17,15.091415586537419,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2729,False,"{'a': 0.001, 'e': 0.06534985877304565}",20,4,27.28144197469803,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2730,False,"{'a': 0.001, 'e': 0.06528454157831308}",25,13,23.318367807484496,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2731,False,"{'a': 0.001, 'e': 0.06521928966812753}",20,8,14.019122912473197,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2732,False,"{'a': 0.001, 'e': 0.06515410297723707}",25,2,34.005282396368116,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2733,False,"{'a': 0.001, 'e': 0.065088981440455}",30,12,30.52652434394172,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2734,False,"{'a': 0.001, 'e': 0.06502392499265983}",20,5,20.48141411169091,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2735,False,"{'a': 0.001, 'e': 0.06495893356879505}",30,21,16.709646529047603,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2736,False,"{'a': 0.001, 'e': 0.06489400710386926}",30,18,23.095243668310967,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2737,False,"{'a': 0.001, 'e': 0.06482914553295596}",30,4,42.668274352200385,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
2738,False,"{'a': 0.001, 'e': 0.06476434879119362}",20,11,18.614624470916343,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2739,False,"{'a': 0.001, 'e': 0.06469961681378547}",20,13,11.614492453904084,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2740,False,"{'a': 0.001, 'e': 0.06463494953599953}",35,21,11.949099004480047,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2741,False,"{'a': 0.001, 'e': 0.06457034689316847}",20,7,22.71546545007054,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2742,False,"{'a': 0.001, 'e': 0.06450580882068972}",20,14,11.918866803379844,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2743,False,"{'a': 0.001, 'e': 0.06444133525402518}",25,11,23.71951248098456,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2744,False,"{'a': 0.001, 'e': 0.06437692612870125}",35,20,21.93468761661127,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2745,False,"{'a': 0.001, 'e': 0.06431258138030878}",20,8,-9.16165036882077,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
2746,False,"{'a': 0.001, 'e': 0.06424830094450308}",25,17,14.897891249728403,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2747,False,"{'a': 0.001, 'e': 0.06418408475700368}",30,5,21.689397903847578,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
2748,False,"{'a': 0.001, 'e': 0.0641199327535944}",25,6,31.510345479617566,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2749,False,"{'a': 0.001, 'e': 0.06405584487012317}",25,17,14.02105059256512,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2750,False,"{'a': 0.001, 'e': 0.06399182104250219}",20,3,23.858815690861036,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2751,False,"{'a': 0.001, 'e': 0.06392786120670757}",25,15,19.08436793471252,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2752,False,"{'a': 0.001, 'e': 0.0638639652987795}",20,8,-23.879371157981023,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
2753,False,"{'a': 0.001, 'e': 0.063800133254822}",20,10,17.37121221343982,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2754,False,"{'a': 0.001, 'e': 0.06373636501100312}",20,0,30.252762692779225,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2755,False,"{'a': 0.001, 'e': 0.06367266050355457}",20,3,31.528112860130143,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2756,False,"{'a': 0.001, 'e': 0.0636090196687718}",20,7,24.544140056633225,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2757,False,"{'a': 0.001, 'e': 0.063545442443014}",25,6,8.793307869312116,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
2758,False,"{'a': 0.001, 'e': 0.06348192876270395}",30,12,16.944448714132125,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2759,False,"{'a': 0.001, 'e': 0.06341847856432796}",25,14,23.571911690842704,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2760,False,"{'a': 0.001, 'e': 0.06335509178443581}",30,21,16.867059562716456,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2761,False,"{'a': 0.001, 'e': 0.0632917683596407}",20,14,12.065704759829542,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2762,False,"{'a': 0.001, 'e': 0.06322850822661927}",20,10,-22.567248255897017,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
2763,False,"{'a': 0.001, 'e': 0.06316531132211131}",20,10,18.83716412860425,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2764,False,"{'a': 0.001, 'e': 0.06310217758291994}",20,0,28.549250624316795,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2765,False,"{'a': 0.001, 'e': 0.0630391069459114}",20,10,15.542554484579867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2766,False,"{'a': 0.001, 'e': 0.06297609934801507}",30,11,13.110314055188393,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
2767,False,"{'a': 0.001, 'e': 0.06291315472622334}",25,0,29.676773111910205,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2768,False,"{'a': 0.001, 'e': 0.06285027301759159}",30,10,-9.969834066041958,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
2769,False,"{'a': 0.001, 'e': 0.06278745415923806}",20,16,6.178726109431906,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2770,False,"{'a': 0.001, 'e': 0.06272469808834395}",30,22,15.452078228431818,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2771,False,"{'a': 0.001, 'e': 0.06266200474215315}",25,12,18.71972355871866,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2772,False,"{'a': 0.001, 'e': 0.06259937405797232}",20,6,16.92724882027487,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2773,False,"{'a': 0.001, 'e': 0.06253680597317074}",20,8,23.972158754050746,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2774,False,"{'a': 0.001, 'e': 0.06247430042518036}",25,7,31.163654294022646,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2775,False,"{'a': 0.001, 'e': 0.06241185735149562}",25,13,20.372197721794542,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2776,False,"{'a': 0.001, 'e': 0.06234947668967343}",30,8,37.17368897106309,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2777,False,"{'a': 0.001, 'e': 0.0622871583773331}",20,14,12.814282437300587,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2778,False,"{'a': 0.001, 'e': 0.06222490235215636}",20,4,13.4384243524914,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2779,False,"{'a': 0.001, 'e': 0.062162708551887165}",25,0,41.66464261111802,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2780,False,"{'a': 0.001, 'e': 0.0621005769143317}",20,9,11.85645720649489,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2781,False,"{'a': 0.001, 'e': 0.06203850737735829}",20,14,13.132270112719286,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2782,False,"{'a': 0.001, 'e': 0.061976499878897466}",25,16,18.539264681220335,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2783,False,"{'a': 0.001, 'e': 0.061914554356941674}",25,16,14.092842016487113,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2784,False,"{'a': 0.001, 'e': 0.06185267074954541}",25,3,9.765837759539165,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 0}",1
2785,False,"{'a': 0.001, 'e': 0.061790848994825016}",35,24,8.165440212561602,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2786,False,"{'a': 0.001, 'e': 0.06172908903095879}",20,0,-14.155176755048336,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2787,False,"{'a': 0.001, 'e': 0.061667390796186744}",25,15,10.55505823085276,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2788,False,"{'a': 0.001, 'e': 0.061605754228810636}",25,0,34.83151089123486,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2789,False,"{'a': 0.001, 'e': 0.06154417926719386}",30,16,23.32957980008628,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2790,False,"{'a': 0.001, 'e': 0.0614826658497615}",25,17,0.3127250961799095,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2791,False,"{'a': 0.001, 'e': 0.06142121391500013}",30,18,21.600963269368208,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2792,False,"{'a': 0.001, 'e': 0.06135982340145778}",20,3,29.837840392133554,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2793,False,"{'a': 0.001, 'e': 0.061298494247743925}",30,4,36.16771732780816,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
2794,False,"{'a': 0.001, 'e': 0.061237226392529445}",30,2,35.54449196100205,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
2795,False,"{'a': 0.001, 'e': 0.06117601977454647}",20,12,17.08960865222541,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2796,False,"{'a': 0.001, 'e': 0.06111487433258836}",30,17,-9.589015553278546,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
2797,False,"{'a': 0.001, 'e': 0.06105379000550965}",35,19,26.73224053584517,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2798,False,"{'a': 0.001, 'e': 0.06099276673222606}",30,7,28.783094367084995,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
2799,False,"{'a': 0.001, 'e': 0.06093180445171429}",25,1,-3.2088350788574127,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
2800,False,"{'a': 0.001, 'e': 0.06087090310301205}",20,16,9.24525554657339,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2801,False,"{'a': 0.001, 'e': 0.06081006262521795}",25,14,21.641767323702986,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2802,False,"{'a': 0.001, 'e': 0.060749282957491574}",20,13,14.283025435871473,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2803,False,"{'a': 0.001, 'e': 0.06068856403905322}",25,13,21.949365057757145,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2804,False,"{'a': 0.001, 'e': 0.06062790580918396}",25,17,13.87758916902549,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2805,False,"{'a': 0.001, 'e': 0.060567308207225536}",25,9,24.51889545757626,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2806,False,"{'a': 0.001, 'e': 0.06050677117258039}",25,20,12.232540021877025,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2807,False,"{'a': 0.001, 'e': 0.06044629464471146}",30,19,22.289216156990623,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2808,False,"{'a': 0.001, 'e': 0.06038587856314221}",35,21,18.08513356026744,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2809,False,"{'a': 0.001, 'e': 0.06032552286745654}",25,7,-23.261129526256077,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
2810,False,"{'a': 0.001, 'e': 0.060265227497298776}",20,11,16.89109344412052,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2811,False,"{'a': 0.001, 'e': 0.06020499239237354}",30,22,17.708474929726055,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2812,False,"{'a': 0.001, 'e': 0.06014481749244571}",20,13,12.830287776312556,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2813,False,"{'a': 0.001, 'e': 0.06008470273734036}",25,16,16.502213844053593,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2814,False,"{'a': 0.001, 'e': 0.060024648066942785}",35,12,36.0750474130283,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2815,False,"{'a': 0.001, 'e': 0.05996465342119827}",25,0,44.47911500989341,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2816,False,"{'a': 0.001, 'e': 0.05990471874011218}",35,15,29.37913012801349,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
2817,False,"{'a': 0.001, 'e': 0.059844843963749825}",25,17,15.240933373463282,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2818,False,"{'a': 0.001, 'e': 0.059785029032236384}",25,16,16.80962713802078,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2819,False,"{'a': 0.001, 'e': 0.05972527388575699}",20,5,24.197482677500904,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2820,False,"{'a': 0.001, 'e': 0.05966557846455646}",30,21,18.56350765283205,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2821,False,"{'a': 0.001, 'e': 0.05960594270893937}",30,16,24.866108545412235,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2822,False,"{'a': 0.001, 'e': 0.05954636655926992}",25,0,34.49403472458234,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
2823,False,"{'a': 0.001, 'e': 0.05948684995597202}",20,7,19.02505092261449,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2824,False,"{'a': 0.001, 'e': 0.05942739283952904}",25,14,7.133653819872381,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2825,False,"{'a': 0.001, 'e': 0.05936799515048385}",30,18,22.40908277608211,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2826,False,"{'a': 0.001, 'e': 0.05930865682943872}",20,2,17.50499363731942,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2827,False,"{'a': 0.001, 'e': 0.0592493778170554}",20,15,10.006261802430265,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2828,False,"{'a': 0.001, 'e': 0.05919015805405483}",30,7,18.57149101705063,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
2829,False,"{'a': 0.001, 'e': 0.05913099748121725}",20,13,16.179862199933503,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2830,False,"{'a': 0.001, 'e': 0.05907189603938205}",25,16,6.479167434832811,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2831,False,"{'a': 0.001, 'e': 0.05901285366944784}",20,16,6.713171100232925,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2832,False,"{'a': 0.001, 'e': 0.05895387031237222}",20,1,-12.184212946323857,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
2833,False,"{'a': 0.001, 'e': 0.05889494590917182}",20,14,10.034305452181762,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2834,False,"{'a': 0.001, 'e': 0.05883608040092221}",20,10,17.767113792360938,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2835,False,"{'a': 0.001, 'e': 0.058777273728757934}",20,8,20.93365463621767,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2836,False,"{'a': 0.001, 'e': 0.058718525833872284}",20,8,22.306829244862094,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2837,False,"{'a': 0.001, 'e': 0.05865983665751736}",20,10,21.63897405762967,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2838,False,"{'a': 0.001, 'e': 0.058601206141003954}",25,0,-15.438388633903793,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
2839,False,"{'a': 0.001, 'e': 0.0585426342257016}",25,10,15.111307333847817,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2840,False,"{'a': 0.001, 'e': 0.05848412085303835}",20,9,5.810487354375719,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2841,False,"{'a': 0.001, 'e': 0.05842566596450083}",30,13,26.826987351297465,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2842,False,"{'a': 0.001, 'e': 0.058367269501634116}",25,8,10.871775822465011,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
2843,False,"{'a': 0.001, 'e': 0.05830893140604179}",20,8,20.131683664016098,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2844,False,"{'a': 0.001, 'e': 0.05825065161938573}",30,14,-9.119419623442973,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
2845,False,"{'a': 0.001, 'e': 0.05819243008338615}",30,15,28.705432267086184,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2846,False,"{'a': 0.001, 'e': 0.058134266739821465}",25,0,-11.089007112582836,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
2847,False,"{'a': 0.001, 'e': 0.0580761615305284}",20,13,13.723396501945297,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2848,False,"{'a': 0.001, 'e': 0.058018114397401704}",25,17,13.770074256518722,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2849,False,"{'a': 0.001, 'e': 0.057960125282394234}",30,19,23.63849387591369,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2850,False,"{'a': 0.001, 'e': 0.057902194127516855}",25,19,8.746783396792587,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2851,False,"{'a': 0.001, 'e': 0.057844320874838456}",25,16,15.579922286801919,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2852,False,"{'a': 0.001, 'e': 0.057786505466485755}",30,8,31.924224872134463,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2853,False,"{'a': 0.001, 'e': 0.05772874784464333}",20,3,14.881336296881036,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2854,False,"{'a': 0.001, 'e': 0.057671047951553533}",20,8,9.075662695382782,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2855,False,"{'a': 0.001, 'e': 0.05761340572951652}",25,18,10.613552287354615,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2856,False,"{'a': 0.001, 'e': 0.05755582112089005}",20,6,22.73476820605954,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2857,False,"{'a': 0.001, 'e': 0.057498294068089484}",30,14,32.09742449031552,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2858,False,"{'a': 0.001, 'e': 0.05744082451358776}",35,17,33.05559835557496,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2859,False,"{'a': 0.001, 'e': 0.05738341239991535}",20,15,11.19169384643041,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2860,False,"{'a': 0.001, 'e': 0.05732605766966013}",30,22,14.924108481430407,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2861,False,"{'a': 0.001, 'e': 0.05726876026546736}",25,14,10.787817955432006,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
